"cenario","metodo","percentual_p","media_r","sd_r","n_r","media_rmse","sd_rmse","n_rmse","media_delta_r","sd_delta_r","n.x","media_delta_rmse","sd_delta_rmse","n.y"
"C5","RF",100,0.827613301463965,0.0128699200400538,5,0.287897321462187,0.0196494004490847,5,0,0,5,0,0,5
"C5","RF",50,0.825714372749,0.0137906052722803,5,0.287849818313113,0.0195548505543168,5,0.00189892871496522,0.00424687285583469,5,-4.75031490747013e-05,0.00272662907613289,5
"C5","RF",25,0.818618623362491,0.0152053694759257,5,0.289145080764595,0.0205504742018148,5,0.00899467810147476,0.00517233485184155,5,0.00124775930240789,0.00268693832811123,5
"C5","RF",10,0.806427109735314,0.00899113208579972,5,0.293913300188668,0.0182778674768641,5,0.0211861917286513,0.00616771567869642,5,0.00601597872648031,0.00238297111352257,5
"C5","RF",5,0.788567414951168,0.0152077200209127,5,0.300232667332513,0.0214740965807159,5,0.0390458865127977,0.0169528892337112,5,0.0123353458703253,0.00766887682867173,5
"C5","RF",1,0.686655512764587,0.0146101586939997,5,0.343232168379906,0.0158108128212803,5,0.140957788699378,0.0222545165837393,5,0.055334846917719,0.0100653003024673,5
"C5","TREE",100,0.373457578340617,0.0661770051732982,5,0.537460810518445,0.0257101539809321,5,0,0,5,0,0,5
"C5","TREE",50,0.372636099059638,0.0663144233220881,5,0.537700963360258,0.0257789162265418,5,0.000821479280979687,0.00183688351438229,5,0.000240152841813202,0.000536998079289348,5
"C5","TREE",25,0.372636099059638,0.0663144233220881,5,0.537700963360258,0.0257789162265418,5,0.000821479280979687,0.00183688351438229,5,0.000240152841813202,0.000536998079289348,5
"C5","TREE",10,0.372636099059638,0.0663144233220881,5,0.537700963360258,0.0257789162265418,5,0.000821479280979687,0.00183688351438229,5,0.000240152841813202,0.000536998079289348,5
"C5","TREE",5,0.372636099059638,0.0663144233220881,5,0.537700963360258,0.0257789162265418,5,0.000821479280979687,0.00183688351438229,5,0.000240152841813202,0.000536998079289348,5
"C5","TREE",1,0.311190003426091,0.0555777142865992,5,0.469064393866395,0.0290838598847734,5,0.0622675749145262,0.107141309589711,5,-0.0683964166520498,0.0244041589823532,5
"C6","BAGGING",100,0.852527959999322,0.0162741873861965,5,0.235262905595828,0.0192949585183261,5,0,0,5,0,0,5
"C6","BAGGING",50,0.851878617465947,0.0210456173786498,5,0.234638272011443,0.0204613036515834,5,0.000649342533375163,0.00495660373647797,5,-0.000624633584384693,0.00214347743990582,5
"C6","BAGGING",25,0.840239835028015,0.0239596506628496,5,0.237671307544749,0.0183885396100927,5,0.0122881249713072,0.00957828177283151,5,0.00240840194892044,0.00483486504519215,5
"C6","BAGGING",10,0.829237402706,0.0306536358340448,5,0.240381361062371,0.0234052204993943,5,0.0232905572933221,0.0144589766710269,5,0.00511845546654255,0.00778264953724325,5
"C6","BAGGING",5,0.811074092222968,0.0349722981837459,5,0.246659284112595,0.0214724026851833,5,0.041453867776354,0.0218299752249045,5,0.0113963785167668,0.0112558518901248,5
"C6","BAGGING",1,0.685830931038857,0.0518369065476042,5,0.302123624664936,0.0216402690679813,5,0.166697028960465,0.0479795315559222,5,0.066860719069108,0.0192058776548661,5
"C6","BOOSTING",100,0.875423649644933,0.0163608434110872,5,0.225158591993239,0.018837420954866,5,0,0,5,0,0,5
"C6","BOOSTING",50,0.871209102281829,0.0185949714988432,5,0.227396937830932,0.0191424966306073,5,0.00421454736310403,0.00543288408671398,5,0.00223834583769265,0.00257455041446048,5
"C6","BOOSTING",25,0.865238908742364,0.0145078345399348,5,0.229264914850719,0.0161704004620287,5,0.0101847409025696,0.00950433240076882,5,0.00410632285748006,0.003751083679669,5
"C6","BOOSTING",10,0.859943293691517,0.0208725210343135,5,0.229843926195626,0.0174153831617488,5,0.0154803559534164,0.010261403405582,5,0.00468533420238669,0.0043061349356504,5
"C6","BOOSTING",5,0.848117221153685,0.018312524954023,5,0.234424396489762,0.0188108791430048,5,0.0273064284912482,0.0071510889359872,5,0.00926580449652319,0.00359531210997945,5
"C6","BOOSTING",1,0.773184288529547,0.0139240148358123,5,0.264823056990251,0.0172863402126531,5,0.102239361115386,0.0117648866205831,5,0.0396644649970125,0.00703899195115936,5
"C6","GBLUP",100,0.892961087042525,0.00974655049745995,5,0.187332306319251,0.0109343032115664,5,0,0,5,0,0,5
"C6","GBLUP",50,0.882852467795017,0.00967920023682332,5,0.195542241074938,0.0104518192979277,5,0.0101086192475073,0.00180062023312893,5,0.00820993475568677,0.00381575936648813,5
"C6","GBLUP",25,0.871302534916774,0.0149139691694847,5,0.206594078230255,0.0159520937109418,5,0.0216585521257507,0.0086669063739913,5,0.0192617719110037,0.00911074847433313,5
"C6","GBLUP",10,0.840203797192188,0.0129246922282326,5,0.231361395536181,0.0161423005943283,5,0.0527572898503367,0.0135378061953617,5,0.0440290892169298,0.0080387929819729,5
"C6","GBLUP",5,0.805827519085563,0.0101940007871036,5,0.252418941354834,0.0128413167328262,5,0.0871335679569619,0.0133853993235189,5,0.065086635035583,0.0049596576566088,5
"C6","GBLUP",1,0.578389057451808,0.0464388644278451,5,0.34436135736735,0.0123416166965256,5,0.314572029590717,0.0470039581012805,5,0.157029051048099,0.0179277599185278,5
"C6","MARS",100,0.655474974686751,0.0478065744520354,5,0.336321434939511,0.0260073552099203,5,0,0,5,0,0,5
"C6","MARS",50,0.655474974686751,0.0478065744520354,5,0.336321434939511,0.0260073552099203,5,0,0,5,0,0,5
"C6","MARS",25,0.655474974686751,0.0478065744520354,5,0.336321434939511,0.0260073552099203,5,0,0,5,0,0,5
"C6","MARS",10,0.655474974686751,0.0478065744520354,5,0.336321434939511,0.0260073552099203,5,0,0,5,0,0,5
"C6","MARS",5,0.655474974686751,0.0478065744520354,5,0.336321434939511,0.0260073552099203,5,0,0,5,0,0,5
"C6","MARS",1,0.655474974686751,0.0478065744520354,5,0.336321434939511,0.0260073552099203,5,0,0,5,0,0,5
"C6","RF",100,0.853054880067749,0.0228966997387603,5,0.235352550125801,0.020423220117765,5,0,0,5,0,0,5
"C6","RF",50,0.848895735923325,0.0264219324391958,5,0.234639868132801,0.0220507437256803,5,0.00415914414442422,0.00568784485810076,5,-0.000712681992999786,0.00355212613213713,5
"C6","RF",25,0.843938514080894,0.023172704007337,5,0.235216712686412,0.0181142190375333,5,0.00911636598685426,0.00884698076213146,5,-0.000135837439388864,0.00466009470365942,5
"C6","RF",10,0.821287134710266,0.0323571011247509,5,0.242721082859714,0.0213608030676906,5,0.0317677453574831,0.0144415669443238,5,0.00736853273391267,0.00841495687395453,5
"C6","RF",5,0.800282805508075,0.0354266619531646,5,0.251103337121014,0.0231259363531516,5,0.0527720745596735,0.0168978778419869,5,0.0157507869952126,0.0092056098577846,5
"C6","RF",1,0.675236756805089,0.0684295981504884,5,0.306920217833284,0.0346572215010471,5,0.17781812326266,0.0553028629137709,5,0.071567667707483,0.0250531888475112,5
"C6","TREE",100,0.408431220487796,0.119013813980924,5,0.442455078402252,0.0355674157637001,5,0,0,5,0,0,5
"C6","TREE",50,0.408431220487796,0.119013813980919,5,0.442455078402251,0.0355674157637016,5,-1.33226762955019e-16,6.99138653565699e-15,5,-9.99200722162641e-16,2.29986390885746e-15,5
"C6","TREE",25,0.413432481038863,0.109108792073429,5,0.442329469866849,0.0353162414585501,5,-0.00500126055106716,0.0111831585653794,5,-0.000125608535403365,0.000280869223713011,5
"C6","TREE",10,0.408431220487796,0.119013813980919,5,0.442455078402251,0.0355674157637016,5,-1.33226762955019e-16,6.99138653565699e-15,5,-9.99200722162641e-16,2.29986390885746e-15,5
"C6","TREE",5,0.408431220487796,0.119013813980919,5,0.442455078402251,0.0355674157637016,5,-1.33226762955019e-16,6.99138653565699e-15,5,-9.99200722162641e-16,2.29986390885746e-15,5
"C6","TREE",1,0.316922138636603,0.0535526405824377,5,0.40696171158001,0.0144753843719543,5,0.091509081851193,0.145182300795829,5,-0.0354933668222424,0.0454583401458744,5
