"cenario","fold","metodo","percentual_p","p","n_treino","n_teste","seed","runtime_seconds","r_true_g","rmse_true_g","mae_true_g","bias_true_g","slope_true_g","r2_true_g","r_phenotype","rmse_phenotype","r_baseline","rmse_baseline","delta_r","delta_rmse"
"C1",3,"BAGGING",25,1003,800,200,20364333,133.96,0.8833483295444,0.979835522319472,0.770741414533322,0.051557467799998,1.14617297959545,0.766968015654398,0.742587494725161,1.54900522722863,0.877973817597844,1.0066710106616,-0.00537451194655558,-0.0268354883421312
"C1",3,"BAGGING",10,401,800,200,20364318,53.0699999999999,0.88191169313672,0.975468977837249,0.753626480066665,0.0271084128666573,1.11712428917701,0.769040357811326,0.741150953138683,1.54835235375051,0.877973817597844,1.0066710106616,-0.00393787553887592,-0.0312020328243543
"C1",3,"BAGGING",5,201,800,200,20364313,26.9299999999998,0.89919787568707,0.900958475380998,0.676847106483332,0.016903257449996,1.08998985902586,0.802976185312576,0.759010624763506,1.49977567242527,0.877973817597844,1.0066710106616,-0.0212240580892259,-0.105712535280605
"C1",3,"BAGGING",1,40,800,200,20364309,5.83999999999992,0.920729276804464,0.794172228893656,0.606656993609513,0.0566509837214323,0.992339862319175,0.846912910637774,0.783402543485513,1.43412719751687,0.877973817597844,1.0066710106616,-0.0427554592066196,-0.212498781767947
"C1",3,"RF",100,4010,800,200,20364508,218.09,0.874385895012285,1.02156054612702,0.801109687933335,0.0514728612000007,1.17650986188726,0.746698712940308,0.730020463735034,1.58295823943306,0.874385895012285,1.02156054612702,0,0
"C1",3,"RF",50,2005,800,200,20364458,107.07,0.880254192481793,0.99561578830286,0.779847951416657,0.0388190264499973,1.16212348307271,0.759401606494308,0.735982114966417,1.56614194361359,0.874385895012285,1.02156054612702,-0.00586829746950845,-0.0259447578241646
"C1",3,"RF",25,1003,800,200,20364433,53.39,0.887304488559395,0.965305387639546,0.744472139966674,0.0383063772333254,1.14825723530111,0.773828106722842,0.746396543374402,1.53912869606128,0.874385895012285,1.02156054612702,-0.0129185935471106,-0.0562551584874786
"C1",3,"RF",10,401,800,200,20364418,22.88,0.897331800546639,0.917880793075722,0.694332729033334,0.0457816302666692,1.11961250096171,0.795505450177111,0.759158859450192,1.50350176038124,0.874385895012285,1.02156054612702,-0.0229459055343539,-0.103679753051302
"C1",3,"RF",5,201,800,200,20364413,12.44,0.914343406168886,0.829837637352397,0.636530652533341,0.0252997606666527,1.06388169393887,0.832854214677425,0.784859784963876,1.42743926024517,0.874385895012285,1.02156054612702,-0.0399575111566011,-0.191722908774628
"C1",3,"RF",1,40,800,200,20364409,2.92000000000002,0.859989549362687,1.03766096154897,0.832557421329385,0.01827497984573,0.967219033486223,0.738651429084185,0.713624042442471,1.62007302791667,0.874385895012285,1.02156054612702,0.0143963456495984,0.0161004154219433
"C1",3,"BOOSTING",100,4010,800,200,20364608,42.4,0.905815731772747,1.02028098465165,0.835577530902126,0.0597745207832194,1.42216936139435,0.747332863474094,0.752036551522534,1.57996024099845,0.905815731772747,1.02028098465165,0,0
"C1",3,"BOOSTING",50,2005,800,200,20364558,23.13,0.901676908151751,1.03706484688764,0.853174546074866,0.0464507346698783,1.43013580922489,0.73895162147936,0.746590357785131,1.59306715053709,0.905815731772747,1.02028098465165,0.00413882362099582,0.0167838622359913
"C1",3,"BOOSTING",25,1003,800,200,20364533,10.79,0.903210128117678,1.0326253378788,0.846632818377743,0.0572784533433176,1.43019464948225,0.741181850460198,0.746867057007289,1.59249257924839,0.905815731772747,1.02028098465165,0.00260560365506923,0.0123443532271466
"C1",3,"BOOSTING",10,401,800,200,20364518,4.29000000000002,0.905391862799936,1.01714512774,0.838593340775858,0.0522130828587125,1.4136595098952,0.748883633074312,0.749363203978845,1.58266424890212,0.905815731772747,1.02028098465165,0.000423868972811547,-0.00313585691164908
